system:index,%_MANCHA_ALT_DO_LOTE,%_MANCHA_NPMEN20_DO_LOTE,%_MANCHA_NPTOTAL_DO_LOTE,ArM2_TOTAL_MANCHA_ALT,ArM2_TOTAL_MANCHA_NPMEN20,ArM2_TOTAL_MANCHA_NPTOTAL,CEU,CEU_Nome,CO_CEP,CO_DISTRIT,CO_ENTIDAD,CO_MUNICIP,CO_ORGAO_R,CO_UF,DS_COMPLEM,DS_ENDEREC,IN_LOCAL_1,IN_LOCAL_F,IN_PATIO_D,IN_QUADRA_,IN_QUADR_1,IN_TERREIR,IN_VINCULO,IN_VIVEIRO,NO_BAIRRO,NO_ENTIDAD,NO_MUNICIP,NO_UF,NU_ANO_CEN,NU_DDD,NU_ENDEREC,NU_TELEFON,Nome,SG_UF,TP_DEPENDE,TP_LOCALIZ,TP_LOCAL_1,TP_SITUACA,TipoNome,eq_areap,eq_bairro,eq_categor,eq_cd_catg,eq_cd_dirt,eq_cd_dist,eq_cd_mec,eq_cd_subp,eq_cep,eq_classe,eq_compend,eq_diretor,eq_distr,eq_dre,eq_email,eq_ender,eq_enderec,eq_eol,eq_esfera,eq_fone1,eq_fone2,eq_id,eq_nome,eq_num,eq_regiao5,eq_regiao8,eq_setor,eq_subpref,eq_telefon,eq_tipo,eq_zona,eq_zona_1,layer,t_CodMec,t_NoEsco,t_NoLote,.geo
2_2_1_000000000000000005b3,13.828761962211821,0,0,823.868448292916,0,0,,,4535003,355030801,35003773,3550308,10312,35,RUA,RUA JOAO CACHOEIRA,0,0,1,1,1,0,1,0,VILA NOVA CONCEICAO,COSTA MANSO MINISTRO,São Paulo,São Paulo,2021,11,960,38492947,MINISTRO COSTA MANSO,SP,2,1,0,1,EE MINISTRO COSTA MANSO,"3,55031E+12",VILA NOVA CONCEICAO,ESCOLAS AUTONOMAS,1,10312,35,35003773,11,4535000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,CENTRO OESTE,ITAIM BIBI,BUTANTA,E003773A@EDUCACAO.SP.GOV.BR,RUA JOAO CACHOEIRA,RUA JOAO CACHOEIRA 960,35003773,ESTADUAL-SE,1138492947,11958566349,349,COSTA MANSO MINISTRO,960,Oeste,Oeste,355030835000062,PINHEIROS,1138492947 / 11958566349,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35003773,349,37,"{""type"":""Point"",""coordinates"":[-46.676953188057375,-23.58863501458082]}"
2_2_1_000000000000000005bc,19.336338567555032,0,0,667.5416408223642,0,0,,,4532080,355030801,35003736,3550308,10312,35,RUA,RUA JESUINO ARRUDA,0,0,1,1,0,0,1,0,ITAIM BIBI,LUDOVINA CREDIDIO PEIXOTO,São Paulo,São Paulo,2021,11,205,38427353,LUDOVINA CREDIDIO PEIXOTO,SP,2,1,0,1,EE LUDOVINA CREDIDIO PEIXOTO,"3,55031E+12",ITAIM BIBI,ESCOLAS AUTONOMAS,1,10312,35,35003736,11,4532000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,CENTRO OESTE,ITAIM BIBI,BUTANTA,E003736A@EDUCACAO.SP.GOV.BR,RUA JESUINO ARRUDA,RUA JESUINO ARRUDA 205,35003736,ESTADUAL-SE,1131683582,1138427353,346,LUDOVINA CREDIDIO PEIXOTO,205,Oeste,Oeste,355030835000124,PINHEIROS,1131683582 / 1138427353,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35003736,346,38,"{""type"":""Point"",""coordinates"":[-46.67261188861931,-23.58187750886312]}"
2_2_1_00000000000000000702,12.358873751667643,0,0,682.4842808001086,0,0,,,3681020,355030801,35002800,3550308,10207,35,RUA,CONCEICAO DO CASTELO,0,0,1,1,1,0,1,0,BURGO PAULISTA,THEREZA DOROTHEA DE ARRUDA REGO PROFESSORA,São Paulo,São Paulo,2021,11,64,22805940,PROFESSORA THEREZA DOROTHEA DE ARRUDA REGO,SP,2,1,0,1,EE PROFESSORA THEREZA DOROTHEA DE ARRUDA REGO,"3,55031E+12",BURGO PAULISTA,ESCOLAS AUTONOMAS,1,10207,64,35002800,22,3681000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 1,PONTE RASA,PENHA,E002800A@EDUCACAO.SP.GOV.BR,CONCEICAO DO CASTELO,CONCEICAO DO CASTELO 64,35002800,ESTADUAL-SE,1120430999,1122805940,260,THEREZA DOROTHEA DE ARRUDA REGO PROFESSORA,64,Leste,Leste 2,355030864000051,ERMELINO MATARAZZO,1120430999 / 1122805940,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35002800,260,902,"{""type"":""Point"",""coordinates"":[-46.488418106039816,-23.521952858131428]}"
2_2_1_00000000000000000716,9.953376835176273,0,0,255.2637181685026,0,0,,,3620001,355030801,35002781,3550308,10207,35,AVENIDA,MIGUEL SAO,0,0,0,0,0,0,1,0,VILA MARIETA,JOSE DE CARVALHO PADRE,São Paulo,São Paulo,2021,11,1888,27913033,PADRE JOSE DE CARVALHO,SP,2,1,0,1,EE PADRE JOSE DE CARVALHO,"3,55031E+12",VILA MARIETA,ESCOLAS AUTONOMAS,1,10207,64,35002781,22,3620000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,AVENIDA,LESTE 1,PONTE RASA,PENHA,E002781A@EDUCACAO.SP.GOV.BR,MIGUEL SAO,MIGUEL SAO 1888,35002781,ESTADUAL-SE,1127913033,1129570496,258,JOSE DE CARVALHO PADRE,1888,Leste,Leste 2,355030864000136,ERMELINO MATARAZZO,1127913033 / 1129570496,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35002781,258,829,"{""type"":""Point"",""coordinates"":[-46.512335189624466,-23.512501405420164]}"
2_2_1_00000000000000000768,13.973050099671228,0,0,566.3409398832438,0,0,,,3891050,355030801,35039366,3550308,10207,35,RUA,RUA SAO GONCALO DO SAPUCAI,0,0,0,1,1,0,1,0,PONTE RASA,NELLO LORENZON,São Paulo,São Paulo,2021,11,61,20430976,NELLO LORENZON,SP,2,1,0,1,EE NELLO LORENZON,"3,55031E+12",PONTE RASA,ESCOLAS AUTONOMAS,1,10207,64,35039366,22,3891000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 1,PONTE RASA,PENHA,E039366A@EDUCACAO.SP.GOV.BR,RUA SAO GONCALO DO SAPUCAI,RUA SAO GONCALO DO SAPUCAI 61,35039366,ESTADUAL-SE,1120430976,1122805459,1542,NELLO LORENZON,61,Leste,Leste 2,355030864000011,ERMELINO MATARAZZO,1120430976 / 1122805459,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35039366,689,836,"{""type"":""Point"",""coordinates"":[-46.48918878125993,-23.511810029529304]}"
2_2_1_00000000000000000103,16.858936266839947,0,0,594.2808536433262,0,0,,,3958000,355030801,35902639,3550308,10208,35,RUA,ANGELO DE CANDIA,0,0,1,1,0,0,1,0,CIDADE SAO MATEUS,JOAO CAMARGO PROF,São Paulo,São Paulo,2021,11,2868,29195990,PROFESSOR JOAO CAMARGO,SP,2,1,0,1,EE PROFESSOR JOAO CAMARGO,"3,55031E+12",CIDADE SAO MATEUS,ESCOLAS AUTONOMAS,1,10208,73,35902639,30,3958000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 4,SAO MATEUS,SAO MATEUS,E902639A@EDUCACAO.SP.GOV.BR,ANGELO DE CANDIA,ANGELO DE CANDIA 2868,35902639,ESTADUAL-SE,1129195990,,6982,JOAO CAMARGO PROF,2868,Leste,Leste 2,355030873000049,SAO MATEUS,1129195990 /,EE,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35902639,2485,1151,"{""type"":""Point"",""coordinates"":[-46.47859250944203,-23.60530409290899]}"
2_2_1_0000000000000000050e,4.7891148654039855,0,0,169.14983217498312,0,0,,,3946010,355030801,35003300,3550308,10208,35,RUA,JOSE FRANCISCO DOS SANTOS,0,0,0,1,1,0,1,0,JARDIM TIETE,ALFREDO ASHCAR PROF,São Paulo,São Paulo,2021,11,641,29624018,PROFESSOR ALFREDO ASHCAR,SP,2,1,0,1,EE PROFESSOR ALFREDO ASHCAR,"3,55031E+12",JARDIM TIETE,ESCOLAS AUTONOMAS,1,10208,73,35003300,30,3946000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 4,SAO MATEUS,SAO MATEUS,E003300A@EDUCACAO.SP.GOV.BR,JOSE FRANCISCO DOS SANTOS,JOSE FRANCISCO DOS SANTOS 641,35003300,ESTADUAL-SE,1129191623,1129624018,309,ALFREDO ASHCAR PROF,641,Leste,Leste 2,355030873000060,SAO MATEUS,1129191623 / 1129624018,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35003300,309,1140,"{""type"":""Point"",""coordinates"":[-46.48798404678964,-23.599108935513588]}"
2_2_1_00000000000000000760,7.653165655108824,0,0,213.94911700782626,0,0,,,3958010,355030801,35003189,3550308,10208,35,RUA,ANTONIO PREVIATO,0,0,0,0,0,0,1,0,CIDADE SAO MATEUS,ALFREDO MACHADO PEDROSA PROF,São Paulo,São Paulo,2021,11,1385,29623214,PROFESSOR ALFREDO MACHADO PEDROSA,SP,2,1,0,1,EE PROFESSOR ALFREDO MACHADO PEDROSA,"3,55031E+12",CIDADE SAO MATEUS,ESCOLAS AUTONOMAS,1,10208,73,35003189,30,3958000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 4,SAO MATEUS,SAO MATEUS,E003189A@EDUCACAO.SP.GOV.BR,ANTONIO PREVIATO,ANTONIO PREVIATO 1385,35003189,ESTADUAL-SE,1129194841,1129623214,297,ALFREDO MACHADO PEDROSA PROF,1385,Leste,Leste 2,355030873000005,SAO MATEUS,1129194841 / 1129623214,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35003189,297,1153,"{""type"":""Point"",""coordinates"":[-46.48273303912327,-23.600620528233097]}"
2_2_1_0000000000000000077c,23.898362935789393,0,0,243.21611511984187,0,0,,,3966020,355030873,35039263,3550308,10208,35,RUA,EDUARDO DE MARTINO,0,0,0,1,0,0,1,0,CIDADE SAO MATEUS,CHIBATA MIYAKOSHI,São Paulo,São Paulo,2021,11,72,29620115,CHIBATA MIYAKOSHI,SP,2,1,0,1,EE CHIBATA MIYAKOSHI,"3,55031E+12",CIDADE SAO MATEUS,ESCOLAS AUTONOMAS,1,10208,73,35039263,30,3966000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 4,SAO MATEUS,SAO MATEUS,E039263A@EDUCACAO.SP.GOV.BR,EDUARDO DE MARTINO,EDUARDO DE MARTINO 72,35039263,ESTADUAL-SE,1129191657,1129620115,1534,CHIBATA MIYAKOSHI,72,Leste,Leste 2,355030873000011,SAO MATEUS,1129191657 / 1129620115,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35039263,681,2142,"{""type"":""Point"",""coordinates"":[-46.47835608436103,-23.59549819215145]}"
2_2_1_0000000000000000086f,8.270446731742863,0,0,547.7367329788109,0,0,,,3935080,355030801,35002331,3550308,10208,35,RUA,AGENOR CALDEIRA DINIZ PASTOR,0,0,1,1,0,0,1,0,JARDIM IMPERADOR ZONA LESTE,PILAR GARCIA VIDAL DONA,São Paulo,São Paulo,2021,11,48,27212671,DONA PILAR GARCIA VIDAL,SP,2,1,0,1,EE DONA PILAR GARCIA VIDAL,"3,55031E+12",JARDIM IMPERADOR ZONA LESTE,ESCOLAS AUTONOMAS,1,10208,73,35002331,30,3935000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 4,SAO MATEUS,SAO MATEUS,E002331A@EDUCACAO.SP.GOV.BR,AGENOR CALDEIRA DINIZ PASTOR,AGENOR CALDEIRA DINIZ PASTOR 48,35002331,ESTADUAL-SE,1127212166,1127212671,216,PILAR GARCIA VIDAL DONA,48,Leste,Leste 2,355030873000184,SAO MATEUS,1127212166 / 1127212671,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35002331,216,1144,"{""type"":""Point"",""coordinates"":[-46.49850054306565,-23.584977011203495]}"
2_2_1_000000000000000006c6,11.161154733712465,0,0,536.2178679610688,0,0,,,8010440,355030801,35003001,3550308,10210,35,RUA,LUIS ATILIO ROSSI,0,0,1,1,0,0,1,0,CIDADE NITRO OPERARIA,DARIO DE QUEIROZ PROF,São Paulo,São Paulo,2021,11,75,22972909,PROFESSOR DARIO DE QUEIROZ,SP,2,1,0,1,EE PROFESSOR DARIO DE QUEIROZ,"3,55031E+12",CIDADE NITRO OPERARIA,ESCOLAS AUTONOMAS,1,10210,74,35003001,23,8010000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 2,SAO MIGUEL,SAO MIGUEL,E003001A@EDUCACAO.SP.GOV.BR,LUIS ATILIO ROSSI,LUIS ATILIO ROSSI 75,35003001,ESTADUAL-SE,1122972909,,280,DARIO DE QUEIROZ PROF,75,Leste,Leste 2,355030874000106,SAO MIGUEL,1122972909 /,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35003001,280,874,"{""type"":""Point"",""coordinates"":[-46.43347953066619,-23.494634717322125]}"
2_2_1_000000000000000006d8,11.251827414191427,0,0,445.58647499125357,0,0,,,8042000,355030801,35002951,3550308,10210,35,AVENIDA,NORDESTINA,0,0,0,1,1,0,1,0,CIDADE NOVA SAO MIGUEL,MANOEL DE NOBREGA DEPUTADO,São Paulo,São Paulo,2021,11,1646,20513666,DEPUTADO MANOEL DE NOBREGA,SP,2,1,0,1,EE DEPUTADO MANOEL DE NOBREGA,"3,55031E+12",CIDADE NOVA SAO MIGUEL,ESCOLAS AUTONOMAS,1,10210,74,35002951,23,8042000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,AVENIDA,LESTE 2,SAO MIGUEL,SAO MIGUEL,E002951A@EDUCACAO.SP.GOV.BR,NORDESTINA,NORDESTINA 1646,35002951,ESTADUAL-SE,1120513666,,275,MANOEL DE NOBREGA DEPUTADO,1646,Leste,Leste 2,355030874000012,SAO MIGUEL,1120513666 /,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35002951,275,877,"{""type"":""Point"",""coordinates"":[-46.439914357869455,-23.507113792289047]}"
2_2_1_000000000000000006e4,1.9590997317358478,0,0,148.23832512066852,0,0,,,8010120,355030874,35002914,3550308,10210,35,RUA,AMERICO GOMES DA COSTA,0,0,1,1,1,0,1,0,VILA AMERICANA,DOM PEDRO I,São Paulo,São Paulo,2021,11,59,22971152,DOM PEDRO I,SP,2,1,0,1,EE DOM PEDRO I,"3,55031E+12",VILA AMERICANA,ESCOLAS AUTONOMAS,1,10210,74,35002914,23,8010000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 2,SAO MIGUEL,SAO MIGUEL,E002914A@EDUCACAO.SP.GOV.BR,AMERICO GOMES DA COSTA,AMERICO GOMES DA COSTA 59,35002914,ESTADUAL-SE,1122971152,1122978204,271,DOM PEDRO I,59,Leste,Leste 2,355030874000093,SAO MIGUEL,1122971152 / 1122978204,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35002914,271,862,"{""type"":""Point"",""coordinates"":[-46.440242130680964,-23.49433924136757]}"
2_2_1_00000000000000000896,20.969715331245503,0,0,1052.9921889430532,0,0,,,8240730,355030801,35921312,3550308,10210,35,RUA,CECILIA ITER,0,0,1,1,1,0,1,0,VILA PROGRESSO ZONA LESTE,ALVARO SIMOES,São Paulo,São Paulo,2021,11,150,20541834,ALVARO SIMOES,SP,2,1,0,1,EE ALVARO SIMOES,"3,55031E+12",VILA PROGRESSO ZONA LESTE,ESCOLAS AUTONOMAS,1,10210,74,35921312,23,8240000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 2,SAO MIGUEL,SAO MIGUEL,E921312A@EDUCACAO.SP.GOV.BR,CECILIA ITER,CECILIA ITER 150,35921312,ESTADUAL-SE,1120514666,1120541834,7145,ALVARO SIMOES,150,Leste,Leste 2,355030874000075,SAO MIGUEL,1120514666 / 1120541834,EE,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35921312,2648,916,"{""type"":""Point"",""coordinates"":[-46.44141163549961,-23.52319767098608]}"
2_2_1_0000000000000000076d,6.37501987711111,0,0,362.9260300960817,0,0,,,8330230,355030801,35003128,3550308,10211,35,RUA,RUA EDMUNDO DA CUNHA,0,0,0,1,0,0,1,0,JARDIM ESTER,DECIO FERRAZ ALVIM PROFESSOR DOUTOR,São Paulo,São Paulo,2021,11,95,29192287,PROFESSOR DOUTOR DECIO FERRAZ ALVIM,SP,2,1,0,1,EE PROFESSOR DOUTOR DECIO FERRAZ ALVIM,"3,55031E+12",JARDIM ESTER,ESCOLAS AUTONOMAS,1,10211,75,35003128,30,8330000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 3,SAO RAFAEL,SAO MATEUS,E003128A@EDUCACAO.SP.GOV.BR,RUA EDMUNDO DA CUNHA,RUA EDMUNDO DA CUNHA 95,35003128,ESTADUAL-SE,1129192287,1129622640,291,DECIO FERRAZ ALVIM PROFESSOR DOUTOR,95,Leste,Leste 2,355030875000025,SAO MATEUS,1129192287 / 1129622640,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35003128,291,2150,"{""type"":""Point"",""coordinates"":[-46.462710026581554,-23.62065993330547]}"
2_2_1_00000000000000000125,51.87259495833978,0,0,2278.0729058984416,0,0,,,8051100,355030801,35902573,3550308,10207,35,RUA,TABACARANA,0,0,0,1,1,0,1,0,LIMOEIRO,PAULO ROBERTO FAGGIONI PROFESSOR,São Paulo,São Paulo,2021,11,10,22800043,PROFESSOR PAULO ROBERTO FAGGIONI,SP,2,1,0,1,EE PROFESSOR PAULO ROBERTO FAGGIONI,"3,55031E+12",LIMOEIRO,ESCOLAS AUTONOMAS,1,10207,87,35902573,23,8051000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 1,VILA JACUI,SAO MIGUEL,E902573A@EDUCACAO.SP.GOV.BR,TABACARANA,TABACARANA 10,35902573,ESTADUAL-SE,1120419584,1122800043,6976,PAULO ROBERTO FAGGIONI PROFESSOR,10,Leste,Leste 2,355030887000217,SAO MIGUEL,1120419584 / 1122800043,EE,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35902573,2479,1055,"{""type"":""Point"",""coordinates"":[-46.46916204234976,-23.51758131709893]}"
2_2_1_00000000000000000543,102.90300949071369,0,0,2495.397540537414,0,0,,,8071060,355030801,35925457,3550308,10207,35,RUA,DELTA,0,0,0,1,0,0,1,0,JARDIM NAIR,JOSE DE SAN MARTIN,São Paulo,São Paulo,2021,11,79,20311356,JOSE DE SAN MARTIN,SP,2,1,0,1,EE JOSE DE SAN MARTIN,"3,55031E+12",JARDIM NAIR,ESCOLAS AUTONOMAS,1,10207,87,35925457,23,8071000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 1,VILA JACUI,SAO MIGUEL,E925457A@EDUCACAO.SP.GOV.BR,DELTA,DELTA 79,35925457,ESTADUAL-SE,1120311356,1120311399,7236,JOSE DE SAN MARTIN,79,Leste,Leste 2,355030887000212,SAO MIGUEL,1120311356 / 1120311399,EE,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35925457,2738,1740,"{""type"":""Point"",""coordinates"":[-46.456013621888765,-23.491175727116435]}"
2_2_1_000000000000000006f6,11.765975462076307,0,0,506.9175400551591,0,0,,,8060030,355030801,35002872,3550308,10207,35,RUA,PARIOTO,0,0,1,1,0,0,1,0,VILA JACUI,MAXIMO DE MOURA SANTOS PROFESSOR,São Paulo,São Paulo,2021,11,249,22979413,PROFESSOR MAXIMO DE MOURA SANTOS,SP,2,1,0,1,EE PROFESSOR MAXIMO DE MOURA SANTOS,"3,55031E+12",VILA JACUI,ESCOLAS AUTONOMAS,1,10207,87,35002872,23,8060000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 1,VILA JACUI,SAO MIGUEL,E002872A@EDUCACAO.SP.GOV.BR,PARIOTO,PARIOTO 249,35002872,ESTADUAL-SE,1122972896,1122979413,267,MAXIMO DE MOURA SANTOS PROFESSOR,249,Leste,Leste 2,355030887000039,SAO MIGUEL,1122972896 / 1122979413,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35002872,267,871,"{""type"":""Point"",""coordinates"":[-46.45474045978557,-23.499610783842233]}"
2_2_1_000000000000000008b6,14.531659401098379,0,0,264.4014264600192,0,0,,,8051080,355030801,35910855,3550308,10207,35,RUA,DANIEL ARCIONI,0,0,0,1,0,0,1,0,LIMOEIRO,JOSE BORGES DOS SANTOS JUNIOR REV,São Paulo,São Paulo,2021,11,80,22809774,REVERENDO JOSE BORGES DOS SANTOS JUNIOR,SP,2,1,0,1,EE REVERENDO JOSE BORGES DOS SANTOS JUNIOR,"3,55031E+12",LIMOEIRO,ESCOLAS AUTONOMAS,1,10207,87,35910855,23,8051000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 1,VILA JACUI,SAO MIGUEL,E910855A@EDUCACAO.SP.GOV.BR,DANIEL ARCIONI,DANIEL ARCIONI 80,35910855,ESTADUAL-SE,1122800021,1122809774,7097,JOSE BORGES DOS SANTOS JUNIOR REV,80,Leste,Leste 2,355030887000120,SAO MIGUEL,1122800021 / 1122809774,EE,,,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35910855,2600,2190,"{""type"":""Point"",""coordinates"":[-46.47060533421323,-23.518410448132585]}"
2_2_1_00000000000000000546,21.35892421896187,0,0,720.0848095169733,0,0,,,2124050,355030801,35000802,3550308,10205,35,RUA,TOGO,0,0,1,1,0,0,1,0,JARDIM JAPAO,IMPERATRIZ LEOPOLDINA,São Paulo,São Paulo,2021,11,571,22124311,IMPERATRIZ LEOPOLDINA,SP,2,1,0,1,EE IMPERATRIZ LEOPOLDINA,"3,55031E+12",JARDIM JAPAO,ESCOLAS AUTONOMAS,1,10205,89,35000802,7,2124000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 5,VILA MARIA,JACANA/TREMEMBE,E000802A@EDUCACAO.SP.GOV.BR,TOGO,TOGO 571,35000802,ESTADUAL-SE,1122123411,1129515609,80,IMPERATRIZ LEOPOLDINA,571,Norte,Norte 1,355030889000039,VILA MARIA-VILA GUILHERME,1122123411 / 1129515609,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35000802,80,201,"{""type"":""Point"",""coordinates"":[-46.57800370495009,-23.505278210608168]}"
2_2_1_00000000000000000570,28.56757003953388,0,0,1819.761573608941,0,0,,,2114002,355030889,35000700,3550308,10205,35,,DIAS DA SILVA,0,0,0,1,1,0,1,0,VILA MARIA,HORACIO LAFER MINISTRO,São Paulo,São Paulo,2021,11,1464,29544138,MINISTRO HORACIO LAFER,SP,2,1,0,1,EE MINISTRO HORACIO LAFER,"3,55031E+12",VILA MARIA,ESCOLAS AUTONOMAS,1,10205,89,35000700,7,2114000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 5,VILA MARIA,JACANA/TREMEMBE,E000700A@EDUCACAO.SP.GOV.BR,DIAS DA SILVA,DIAS DA SILVA 1464,35000700,ESTADUAL-SE,1126365022,1129544138,70,HORACIO LAFER MINISTRO,1464,Norte,Norte 1,355030889000164,VILA MARIA-VILA GUILHERME,1126365022 / 1129544138,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35000700,70,187,"{""type"":""Point"",""coordinates"":[-46.58431554948285,-23.514035881688173]}"
2_2_1_0000000000000000057b,19.14370577831409,0,0,957.8993973090522,0,0,,,2111031,355030801,35000759,3550308,10205,35,RUA,ITAUNA,0,0,0,1,1,0,1,0,VILA MARIA,FLORINDA CARDOSO PROFESSORA,São Paulo,São Paulo,2021,11,748,26316886,PROFESSORA FLORINDA CARDOSO,SP,2,1,0,1,EE PROFESSORA FLORINDA CARDOSO,"3,55031E+12",VILA MARIA,ESCOLAS AUTONOMAS,1,10205,89,35000759,7,2111000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,RUA,LESTE 5,VILA MARIA,JACANA/TREMEMBE,E000759A@EDUCACAO.SP.GOV.BR,ITAUNA,ITAUNA 748,35000759,ESTADUAL-SE,1126316886,1129674820,75,FLORINDA CARDOSO PROFESSORA,748,Norte,Norte 1,355030889000059,VILA MARIA-VILA GUILHERME,1126316886 / 1129674820,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35000759,75,194,"{""type"":""Point"",""coordinates"":[-46.59034315805736,-23.516058830491417]}"
2_2_1_000000000000000008e3,12.659047027706599,0,0,372.4065232684326,0,0,,,2124002,355030801,35037370,3550308,10205,35,AVENIDA,AVENIDA DAS CEREJEIRAS,0,0,0,1,0,0,1,0,JARDIM JAPAO,FRANCISCO DA COSTA GUEDES,São Paulo,São Paulo,2021,11,2435,22123422,FRANCISCO DA COSTA GUEDES,SP,2,1,0,1,EE FRANCISCO DA COSTA GUEDES,"3,55031E+12",JARDIM JAPAO,ESCOLAS AUTONOMAS,1,10205,89,35037370,7,2124000,REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,AVENIDA,LESTE 5,VILA MARIA,JACANA/TREMEMBE,E037370A@EDUCACAO.SP.GOV.BR,AVENIDA DAS CEREJEIRAS,AVENIDA DAS CEREJEIRAS 2435,35037370,ESTADUAL-SE,1122123422,1129494536,1465,FRANCISCO DA COSTA GUEDES,2435,Norte,Norte 1,355030889000109,VILA MARIA-VILA GUILHERME,1122123422 / 1129494536,EE,Urbana,Urbana,SIRGAS_SHP_TEMA_EDUCACAO_REDE_PUBLICA_ENSINO_FUNDAMENTAL-MEDIO,35037370,612,197,"{""type"":""Point"",""coordinates"":[-46.573029601746455,-23.501047630829795]}"
